PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"LA/1335",1335,"LA","John","Davis",,,,"bailie","Crail",0,"Involved in cases in 1643.","LEM","07/10/02 16:37:41","jhm","11/20/03 14:47:14"
"LA/1336",1336,"LA","Andrew","Davis",,,,"bailie","Crail",0,"Involved in cases in 1643.","LEM","07/10/02 16:38:15","jhm","11/20/03 14:46:55"
"LA/1337",1337,"LA","Andrew","Moncreiff",,,,"bailie","Crail",0,"Involved in cases in 1643.","LEM","07/10/02 16:39:10","jhm","12/02/03 11:57:04"
"LA/1338",1338,"LA","George","Moncreiff",,,,"bailie","Crail",0,"Involved in cases in 1643.","LEM","07/10/02 16:39:29","jhm","12/02/03 11:58:19"
"LA/1339",1339,"LA","Thomas","Renton",,,,,"Preston",0,"Involved in case in 1649.","LEM","07/12/02 10:17:35","jhm","12/12/03 10:53:31"
"LA/134",134,"LA","James","Home",,,"minister",,"Samuelston Mill",0,"Described as from Samuelston Mill but not a parish. Possibly the same as LA/3. Involved in case from Berwickshire in 1631.","LEM","06/14/01 15:38:57","jhm","11/27/03 16:23:52"
"LA/1340",1340,"LA","Alexander","Baillie",,,,,"Preston",0,"Involved in case in 1649.","LEM","07/12/02 10:17:58","jhm","11/12/03 15:13:57"
"LA/1341",1341,"LA","Walter","Griffe",,"Mr","minister",,"Inverkeithing",0,"Involved in cases in 1649.","LEM","07/12/02 10:36:28","jhm","11/27/03 11:13:37"
"LA/1342",1342,"LA","Andrew","Dickson",,,,"bailie","Inverkeithing",0,"Involved in cases in 1649.","LEM","07/12/02 10:37:08","jhm","11/20/03 14:56:27"
"LA/1343",1343,"LA","John","Weymss",,,"school master",,"Fife",0,"Involved in cases in 1649.","LEM","07/12/02 10:37:38","jhm","12/18/03 15:14:56"
"LA/1344",1344,"LA","John","Douglas",,,,"burgess","Inverkeithing",0,"Involved in cases in 1649.","LEM","07/12/02 10:38:15","jhm","01/07/04 11:44:47"
"LA/1345",1345,"LA","James","Ferguson",,"Mr","minister","moderator of the Presbytery of Irvine","Kilwinning and Dalgarven",0,"Involved in cases in 1650 and 1658. Minister 1643-1667.","LEM","07/15/02 10:12:15","jhm","01/07/04 16:22:13"
"LA/1346",1346,"LA","Alexander","Nisbet",,"Mr of Knock","minister",,"Irvine",0,"Involved in cases in 1650 and 1658. Was minister at Irvine 1650-1669. Name also spelt Nesbitt.","LEM","07/15/02 10:12:52","jhm","12/05/03 13:51:31"
"LA/1347",1347,"LA","Ralph","Rodgers",,"Mr","minister",,"Ardrossan",0,"Was minister at Ardrossan 1647-1659, then transferred to Glasgow, St Mungo's South. Involved in cases in 1650 and 1658.","LEM","07/15/02 10:13:24","jhm","12/12/03 11:48:22"
"LA/1348",1348,"LA","Richard","Clifton",,,,"Justice of the Peace","Edinburgh",0,"Involved in case in 1658.","LEM","07/15/02 11:25:19","jhm","01/07/04 11:02:06"
"LA/1349",1349,"LA","Alexander","John",,,,"Justice of the Peace","Edinburgh",0,"Involved in case in 1658.","LEM","07/15/02 11:25:41","jhm","12/01/03 14:05:49"
"LA/135",135,"LA","John","Ridpeth",,,"minister",,"Uplaheuche",0,"I can't find any reference to anyone of this name in Fasti. Involved in case in 1631.","LEM","06/14/01 15:39:40","jhm","12/12/03 11:31:37"
"LA/1350",1350,"LA","Nicholas","Proddy",,,"surgeon","Surgeon to the king","Edinburgh",0,,"LEM","07/15/02 12:12:28","jhm","12/12/03 09:33:28"
"LA/1351",1351,"LA","Harry","Burnie",,"of Clackmannan",,"JP","Clackmannan",0,"Involved in case in 1658.","LEM","07/18/02 10:04:51","jhm","11/20/03 09:49:41"
"LA/1352",1352,"LA","Robert","Burnie",,"of Kennet",,"JP","Clackmannan",0,"Involved in case in 1658.","LEM","07/18/02 10:05:38","jhm","11/20/03 09:50:04"
"LA/1353",1353,"LA","James","Manderson",,,,"bailie","Haddington",0,"Involved in case in 1659.","LEM","07/18/02 17:08:03","jhm","12/02/03 09:52:28"
"LA/1354",1354,"LA","Mathew","Lenocher",,,,"bailie",,0,"From either Haddington or Dunbar. Involved in case in 1659.","LEM","07/18/02 17:08:57","jhm","12/01/03 15:41:46"
"LA/1355",1355,"LA","Robert","Home",,"of Whitehall",,"captain, JP","East Lothian",0,"Involved in cases in 1659.","LEM","07/18/02 17:09:18","jhm","11/27/03 16:38:44"
"LA/1356",1356,"LA","Thomas","Simmell",,"Captain",,"Justice of the Peace","East Lothian",0,"Invovled in cases in 1659.","LEM","07/18/02 17:09:57","jhm","12/15/03 10:09:06"
"LA/1357",1357,"LA","Richard","Waddell",,"Mr","minister",,"Stenton",0,"Involved in case in 1659. Minister at Stenton in 1658 and transferred to Kelso in 1660.","LEM","07/18/02 17:12:39","jhm","12/18/03 15:47:10"
"LA/1358",1358,"LA","William","Manderson",,,,"constable of Stenton","Stenton",0,"Involved in cases in 1659.","LEM","07/18/02 17:47:38","jhm","12/02/03 09:52:52"
"LA/1359",1359,"LA","Robert","Wait",,,,"constable of Stenton","Stenton",0,"Invovled in cases in 1659.","LEM","07/18/02 17:48:06","jhm","12/18/03 12:12:11"
"LA/136",136,"LA","John","Home",,"Sir of Blackadder",,"Sheriff Depute",,0,"Involved with cases in 1624, 1629, 1633-34 and 1649.","LEM","06/15/01 09:33:16","jhm","11/27/03 16:31:23"
"LA/1360",1360,"LA","Patrick","Nisbet",,,,"assistant to constable of Stenton",,0,"Involved in cases in 1659.","LEM","07/18/02 17:48:40","jhm","12/05/03 12:35:13"
"LA/1361",1361,"LA","Hugh","Hay",,,,"assistant to constable","East Lothian",0,"Involved in cases in 1659 and 1662.","LEM","07/18/02 17:49:21","jhm","11/27/03 14:16:24"
"LA/1362",1362,"LA","Rayatons","Pringle",,,,"assistant to constable","East Lothian",0,"Involved in cases in 1659. Very unusual first name.","LEM","07/18/02 17:49:56","jhm","01/22/04 12:17:50"
"LA/1363",1363,"LA","William","Greensone",,"of Bargatton",,"JP",,0,"Bargatton in Balmaghie parish in Kirkcudbright? Involved in cases in 1658.","LEM","07/23/02 15:23:58","jhm","11/27/03 11:00:22"
"LA/1364",1364,"LA","John","Carsan",,"of Sewick",,,,0,"Involved in cases in 1658-9. ?Senwick.","LEM","07/23/02 15:24:25","jhm","11/20/03 10:52:39"
"LA/1365",1365,"LA","Patrick","Learmouth",,"Sir of Dairsie",,,"Dairsie",0,"Involved with trial in 1569.","LEM","07/24/02 10:22:34","jhm","01/22/04 10:53:13"
"LA/1366",1366,"LA","John","Graham","4th Earl","Earl of Montrose",,,,0,"Involved in trial in 1593.","LEM","07/24/02 13:20:03","jhm","12/02/03 12:49:31"
"LA/137",137,"LA","John","Ramsay",,"Sir of Edington",,"Sheriff Depute","Edington",0,"Involved in cases and trials in 1629 and 1633-4. ?related to David Ramsay of Edington LA/154.","LEM","06/15/01 09:34:19","jhm","01/22/04 15:25:35"
"LA/1372",1372,"LA","William","Shaw",,,,"master of work",,0,"Involved in case in 1592.","LEM","07/26/02 09:40:56","jhm","01/22/04 13:55:23"
"LA/1373",1373,"LA","James (VI)","Stewart",,"King of Scotland",,,,0,"Involved in cases in 1591 and 1593.","LEM","07/26/02 09:58:51","jhm","12/01/03 14:49:18"
"LA/1374",1374,"LA","Ludovick","Stewart",,"Duke of Lennox",,,,0,"Involved in cases in 1591 and 1593.","LEM","07/26/02 09:59:38","jhm","12/01/03 15:41:09"
"LA/1375",1375,"LA","David","Lindsay",,"Mr","minister",,,0,"Don't know where he was minister. Involved in case in 1593. I think this may have been David Lindsay of Putturmie. He was minister at South Leith (Restalrig) from 1560 until 17th century but was actively involved in politics. He attended Assembly 50 times, was closely associated with James VI (he conducted marriage ceremony and baptism of royal children). Was appointed bishop of Ross and was member of Privy Council from 1600 and accompanied James to London. He kept his parish appointment but there seems to have been a reader there until his son took over in 1613. He seems to have been around a very long time.","LEM","07/26/02 11:59:31","jhm","01/22/04 13:27:46"
"LA/1376",1376,"LA","Robert","Gardener",,,"notary",,,0,"I think he was the King's notary. Involved in case in 1591.","LEM","07/26/02 12:03:57","jhm","11/25/03 12:20:19"
"LA/1377",1377,"LA","John","Seton",,"Sir of Barns",,,"Barns",0,"Involved in case in 1591.","LEM","07/26/02 12:09:06","jhm","12/12/03 16:05:24"
"LA/1378",1378,"LA","Walter","Ogilvie",,"Mr",,,,0,"Involved in trial in 1591.","LEM","07/26/02 12:09:28","jhm","12/05/03 14:04:46"
"LA/1379",1379,"LA","Steven","Bannatyne",,,"schoolmaster","schoolmaster to Lord Seton of Barns","Barns",0,"Involved in 1591.","LEM","07/26/02 12:10:04","jhm","12/19/03 14:34:14"
"LA/138",138,"LA","William","Cockburn",,"Sir",,"Sherrif of Berwick","Langton",0,"Involved in cases in 1629. Was infirm and aged by then. Sir John Home of Rentoun and Sir Alexander Nisbet of West Nisbet took the oath of Sheriff in his place (RPC 2nd S, v3 p. 274).  King Charles I mentions him a letter ordering the arrest of John Neill in England (Register of Royal Letters, v2 p. 423). Not the same as LA/1764.","LEM","06/15/01 09:36:31","jhm","11/20/03 12:05:36"
"LA/1380",1380,"LA","John","Pap",,"Mr","servant",,,0,"He was servant to John Seton. Involved in case in 1591.","LEM","07/26/02 12:11:03","jhm","12/05/03 14:59:39"
"LA/1381",1381,"LA","Thomas","Gedde",,,,,,0,"Involved in case in 1591.","LEM","07/26/02 12:17:59","jhm","11/25/03 12:27:04"
"LA/1382",1382,"LA","William","Hart",,"Mr",,,,0,"May be the same as LA/196 or JO/837. Involved in case in 1607.","LEM","07/26/02 13:14:22","jhm","11/27/03 14:29:59"
"LA/1383",1383,"LA","Patrick","Bannatyne",,"Mr",,,,0,"Involved in 1607.","LEM","07/26/02 13:14:46","jhm","12/19/03 14:33:56"
"LA/1384",1384,"LA","Andrew","Majoribank",,"Mr",,"Justice of the Peace",,0,"Involved in cases in 1659-60.","LEM","07/30/02 10:47:44","jhm","12/02/03 09:42:43"
"LA/1385",1385,"LA","Robert","Rodgers",,"Mr of Wester Gladsmuir",,"Justice of the Peace","Gladsmuir, Haddington",0,"Involved in cases in 1659-60.","LEM","07/30/02 10:49:32","jhm","12/12/03 11:49:14"
"LA/1386",1386,"LA","John","Forrester",,,,"constable","Tranent",0,"Involved in cases in 1659-60.","LEM","07/30/02 11:07:27","jhm","11/25/03 11:47:43"
"LA/1387",1387,"LA","James","Cowan",,,,,"Haddington",0,"Involved in cases in 1659-60 from Tranent.","LEM","07/30/02 11:07:55","jhm","11/20/03 13:36:09"
"LA/1388",1388,"LA","James","Scott",,,"tailor",,"Haddington",0,"Involved in case cases in 1659 from Tranent.","LEM","07/30/02 11:08:25","jhm","12/12/03 15:28:05"
"LA/1389",1389,"LA","Archibald","Purves",,,,,"Haddington",0,"Involved with cases in 1659 from Tranent.","LEM","07/30/02 11:54:32","jhm","12/12/03 09:37:22"
"LA/139",139,"LA","Alexander","Pae",,,"maltman",,"Eyemouth",0,"Elizabeth Bathgate's husband, involved in her trial in 1634.","LEM","06/15/01 10:43:43","jhm","12/05/03 14:28:02"
"LA/1391",1391,"LA","Andrew","Mar",,"Mr",,"Justice of the Peace","East Lothian",0,"Involved in case in 1659.","LEM","07/30/02 12:10:17","jhm","12/02/03 09:53:24"
"LA/1392",1392,"LA","Robert","Donaldson",,,,"constable","Prestonpans",0,"Involved in cases in 1659.","LEM","07/30/02 13:42:30","jhm","11/20/03 15:06:38"
"LA/1393",1393,"LA","John","Hepburn",,,,"constable","Haddington",0,"Was constable of Prestonpans. Involved in cases in 1659 and 1662.","LEM","07/30/02 13:42:55","jhm","11/27/03 15:26:50"
"LA/1394",1394,"LA","Robert","Drummond",,,,"constable","Preston, Haddington",0,"?Prestonpans. Involved in case in 1659. May be the same as JO/1439.","LEM","08/01/02 09:25:11","jhm","11/20/03 15:41:31"
"LA/1395",1395,"LA","George","Wallace",,,,"constable of Preston","Preston",0,"Involved in case in 1659.","LEM","08/01/02 09:25:50","jhm","12/18/03 12:15:00"
"LA/1396",1396,"LA","Alexander","Dick",,,,"clerk to the Justice of the Peace","Haddington",0,"Involved in cases in 1659.","LEM","08/01/02 09:57:42","jhm","01/07/04 11:38:34"
"LA/1397",1397,"LA","Thomas","Kirkaldie",,"Mr","minister",,"Tranent",0,"Involved in case in 1659. Minister ar Tranent 1658-1662 when he was deprived. Had previously been at Carnwath.","LEM","08/01/02 10:16:14","jhm","12/01/03 15:12:07"
"LA/1398",1398,"LA","David","Hewstone",,,,,"Haddington",0,"Involved in case in 1659.","LEM","08/01/02 10:16:53","jhm","11/27/03 15:49:35"
"LA/1399",1399,"LA","Walter","Scott",,,,"kirk elder/depute clerk to JP","Haddington",0,"He was an elder in the kirk. Involved in cases in 1659-60.","LEM","08/01/02 10:17:12","jhm","12/12/03 15:36:19"
"LA/14",14,"LA","John","Smith","son of a portioner",,,,,0,"Involved in trial in 1629.","LEM","05/17/01 10:26:09","jhm","12/15/03 11:59:43"
"LA/140",140,"LA","Thomas","Hope","son to Thomas Hope","Sir (younger) of Craighall","advocate","substitute to Lord Advocate","Craighall",0,"Involved in trial in 1634.","LEM","06/15/01 10:45:37","jhm","12/01/03 09:45:35"
"LA/1400",1400,"LA","Richard","Trimble",,,,"elder","Tranent",0,"I think he was a church elder, not Richard the elder because 'elder' comes after Tranent, not his name. Involved in case in 1659. May be the same as Richard Turnbull LA/1403.","LEM","08/01/02 10:17:46","jhm","12/17/03 11:57:00"
"LA/1401",1401,"LA","John","Sinclair",,"Mr","minister",,"Ormiston",0,"Brother of George Sinclair, author of 'Satan's Invisible World Discovered'. Involved in cases in 1649, 1660-61 and 1678.","LEM","08/01/02 10:21:47","jhm","12/15/03 10:27:12"
"LA/1402",1402,"LA","Ninian","Reid","indweller",,,,"Tranent",0,"Involved in case in 1660.","LEM","08/01/02 10:22:17","jhm","12/12/03 10:27:28"
"LA/1403",1403,"LA","Richard","Turnbull",,,,,"Haddington",0,"Involved in case in 1660. May be the same as Richard Trimble LA/1400.","LEM","08/01/02 10:30:18","jhm","12/18/03 11:09:33"
"LA/1404",1404,"LA","William","Campbell",,"of Whitehaugh",,"bailie","Ayr",0,"Possibly  a bailie, called a deputato de Air. Involved in cases in 1583.","LEM","08/01/02 11:44:42","jhm","11/20/03 10:39:00"
"LA/1405",1405,"LA","George","Jameson",,,,"provost","Ayr",0,"Involved in cases in 1595.","LEM","08/01/02 16:33:14","jhm","12/01/03 14:05:13"
"LA/1406",1406,"LA","George","Cochrane",,,,"bailie","Ayr",0,"Involved in case in 1595.","LEM","08/01/02 16:33:46","jhm","11/20/03 11:36:55"
"LA/1407",1407,"LA","David","Fergushill",,,,"bailie","Ayr",0,"Involved in cases in 1595.","LEM","08/01/02 16:34:11","jhm","11/25/03 10:08:44"
"LA/1408",1408,"LA","John","MacCrae",,,,"officer","Ayr",0,"Involved in case in 1618.","LEM","08/02/02 10:24:48","jhm","12/02/03 10:30:32"
"LA/1409",1409,"LA","James","Lowdoun",,,,"officer of Ayr","Ayr",0,"Involved in case in 1624.","LEM","08/02/02 10:31:19","jhm","12/01/03 16:27:15"
"LA/141",141,"LA","Mark","Home",,,,,"Chirnside",0,"Involved in trial in 1634.","LEM","06/15/01 11:46:02","jhm","11/27/03 16:32:47"
"LA/1410",1410,"LA","Thomas","Bell",,"Mr","minister","Moderator of the Irvine Presbytery","Irvine",0,"Involved in cases in 1650.","LEM","08/02/02 11:44:40","jhm","12/19/03 14:36:34"
"LA/1411",1411,"LA","Alexander","Bogue",,,"witch pricker",,,0,"Involved in case in 1650.","LEM","08/02/02 11:48:43","jhm","12/19/03 14:41:23"
"LA/1412",1412,"LA","Alexander","Simpson",,,,"beadle","Irvine",0,"Involved in case in 1650.","LEM","08/02/02 11:52:31","jhm","12/15/03 10:10:07"
"LA/1413",1413,"LA","Katherine","Ross",,"Lady of Foulis",,,"Foulis",0,"Involved in trial in 1590.","LEM","08/05/02 09:59:32","jhm","12/12/03 12:14:11"
"LA/1414",1414,"LA","James","Rowat",,"Mr","minister",,"Kilmarnock",0,"Was minister at 2nd charge Kilmarnock from 1649 until deprived in 1663. Involved in cases in 1650.","LEM","08/05/02 11:26:27","jhm","12/12/03 12:22:10"
"LA/1415",1415,"LA","Andrew","Hutchison",,"Mr","minister",,"Stewarton",0,"Involved in cases in 1650. Minister at Stewarton 1647, did not conform to episcopacy so confined in 1662, later indulged in 1672.","LEM","08/05/02 11:26:59","jhm","01/22/04 12:37:59"
"LA/1416",1416,"LA","Robert","Urie",,"Mr","minister",,"Pierstoun",0,"Involved in cases in 1650. Minister at Pierstoun 1642 to 1650.","LEM","08/05/02 11:27:35","jhm","12/18/03 15:44:15"
"LA/1417",1417,"LA","Thomas","Guthrie",,,,"ruling elder","Irvine",0,"Involved in cases in 1650.","LEM","08/05/02 11:28:01","jhm","11/27/03 11:22:08"
"LA/1418",1418,"LA","James","Glendinning",,"Mr","minister",,"Largs",0,"Involved in cases in 1650. Minister at Kilbarchan 1647-8, transferred to Largs 1649 then to Glendinning in 1658.","LEM","08/05/02 11:30:53","jhm","01/07/04 16:29:13"
"LA/1419",1419,"LA","William","Rodgers",,"Mr","minister",,"West Kilbride",0,"Minister at West Kilbride 1649-1650. Involved in cases in 1650.","LEM","08/05/02 11:34:47","jhm","12/12/03 11:50:19"
"LA/142",142,"LA","Issobel","Ker",,"Lady Ayton",,,"Ayton",0,"Husband was Sir Patrik Home of Ayton LA/110 who was involved with many cases. She was involved with case in 1634.","LEM","06/15/01 12:57:36","jhm","12/01/03 14:37:38"
"LA/1420",1420,"LA","Gilbert","Richard",,,,"provost","Ayr",0,"Involved in cases in 1650.","LEM","08/05/02 11:46:48","jhm","12/12/03 10:53:51"
"LA/1421",1421,"LA","Gilbert","MacMount",,,,"bailie","Ayr",0,"Involved in cases in 1650.","LEM","08/05/02 11:47:27","jhm","12/02/03 09:40:13"
"LA/1422",1422,"LA","Matthew","Mowat",,"Mr","minister",,"Kilmarnock",0,"Involved in cases in 1650. Minister  at Kilmarnock from 1641. Was a Protestor in 1651, when he was Moderator of Synod. Was imprisoned in 1662 and was deprived the same year.","LEM","08/05/02 12:05:12","jhm","12/05/03 11:46:18"
"LA/1423",1423,"LA","Hugh","Kennedy",,,,"former provost","Ayr",0,"Involved in cases in 1644.","LEM","08/07/02 08:53:56","jhm","12/01/03 14:36:28"
"LA/1424",1424,"LA","John","Crawford",,,,"former bailie","Ayr",0,"Involved in cases in 1652 and 1658-9.","LEM","08/07/02 08:54:49","jhm","01/07/04 11:21:58"
"LA/1425",1425,"LA","James","Chalmer",,,,"former bailie","Ayr",0,"Involved in cases in 1652 and 1658-9. His cases were all from the burgh of Ayr. He may be the same as LA/624 although probably not.","LEM","08/07/02 08:55:11","jhm","11/20/03 11:09:28"
"LA/143",143,"LA","George","Home",,"Mr",,,"Eyemouth",0,"Servant to Lord Blackhill (Alexander Home). Involved with cases in 1631, 1633 and 1649.","LEM","06/18/01 10:02:28","jhm","11/27/03 16:03:42"
"LA/1432",1432,"LA","Patrick","Colville",,"Mr","minister",,"Beith",0,"Minister at Beith from 1645 to 1662. Was member of Assembly in 1645 and elected moderator of Synod in 1661. Involved in case in 1650.","LEM","08/08/02 14:14:08","jhm","01/07/04 11:08:42"
"LA/1433",1433,"LA","William","Russell",,"Mr","minister",,"Kilbirnie",0,"Minister at Kilbirnie 1619-1661. Member of GA in 1638. Involved in case in 1650.","LEM","08/08/02 14:14:36","jhm","12/12/03 12:26:24"
"LA/1434",1434,"LA","William","Guthrie",,"Mr","minister",,,0,"Fenwick or New Kilmarnock, 1644-48. Joined Protestors 1651 and deprived in 1664. Involved in case in 1650/","LEM","08/08/02 14:21:11","jhm","11/27/03 11:15:32"
"LA/1436",1436,"LA","William","Cuningham",,"of Craigends",,,"Craigends, Renfrewshire",0,"Involved in case in 1699. Possibly related to JO/823.","LEM","08/14/02 10:11:01","jhm","11/20/03 14:21:50"
"LA/1437",1437,"LA","Alexander","Porterfield",,"of Duchall",,,"Duchall",0,"Involved in case in 1669.","LEM","08/14/02 10:11:46","jhm","12/05/03 15:24:28"
"LA/1438",1438,"LA","Gavin","Cochrane",,"of Thorulynmure",,,"Renfrewshire",0,"?Thornlibank. Involved in case in 1699.","LEM","08/14/02 10:12:31","jhm","11/20/03 11:36:34"
"LA/1439",1439,"LA","Alexander","Porterfield",,"of Fullwood",,,"Renfrewshire",0,"Involved in case in 1669.","LEM","08/14/02 10:12:55","jhm","12/05/03 15:25:48"
"LA/144",144,"LA","Alexander","Lauder",,"Mr of Gunsgreen",,,"Gunsgreen",0,"Involved in cases in 1629 and 1633-4.","LEM","06/18/01 10:08:18","jhm","12/01/03 15:19:11"
"LA/1440",1440,"LA","Hamilton","John",,"Sir of Halcraig",,,"Renfrewshire",0,"Involved in case in 1699.","LEM","08/14/02 10:41:31","jhm","01/22/04 14:53:08"
"LA/1442",1442,"LA",,"Maxwell",,"of Dalswinton",,,"Dalswinton",0,"Involved in cases in 1698.","LEM","08/14/02 11:01:57","jhm","12/02/03 10:22:02"
"LA/1443",1443,"LA","Hugh","MacGuffock",,"of Rusco",,,"Rusco, Anwoth",0,"Involved in cases in 1698.","LEM","08/14/02 11:02:25","jhm","12/02/03 10:47:22"
