Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2011,Oneida,Fish Creek West Branch,"Annsville, Camden",June,1000,Brown Trout,13.5
2011,Ulster,Sandburg Creek,Wawarsing,May,130,Brown Trout,8.6
2014,Essex,East Branch Ausable River,Jay & Keene,April,2370,Rainbow Trout,8.4
2016,Franklin,Malone Village Pond,Malone,May,90,Brown Trout,8.5
2017,Cattaraugus,Olean Creek,Hinsdale,October,250,Muskellunge,8.6
2011,Onondaga,Spruce pond,NA,April,400,Brook Trout,8.1
2016,Allegany,Allen Lake,NA,October,100,Brook Trout,18.7
2015,Broome,Palmers Pond,Sanford,April,200,Rainbow Trout,9.2
2018,Hamilton,Seventh Lake,Inlet,May,3310,Rainbow Trout,9
2015,Warren,Nw Bay Brook,Bolton,April,400,Brook Trout,9.9
2016,Warren,North Creek,Johnsburg,April,708,Rainbow Trout,9
2016,Lewis,Oswegatchie River West Branch,Croghan,January,570,Brook Trout,8.5
2013,Clinton,True Brook,Saranac,April,1150,Brook Trout,8
2017,Cattaraugus,Harwood Lake,Farmersville,March,350,Brown Trout,13
2011,Essex,East Branch Ausable River,Jay & Keene,May,1780,Brown Trout,8.3
2018,Essex,West Branch Ausable River,Wilmington,May,700,Brown Trout,12
2016,Otsego,Arnold Lake,Hartwick,May,400,Rainbow Trout,9.1
2013,Sullivan,Neversink Reservoir,Neversink,May,2690,Brown Trout,9
2012,Warren,Gurney Lane Pond,Queensbury,March,100,Brook Trout,8.93
2013,Lewis,Fish Creek East Branch,Lewis,May,650,Brown Trout,8.1
2018,Delaware,Delaware River West Branch,Delhi,April,360,Brown Trout,13.1
2014,Fulton,Crum Creek,Oppenheim,April,700,Brown Trout,8.1
2016,Warren,North Creek,Johnsburg,January,310,Brook Trout,8
2016,Oswego,Reese Pond,Albion,January,100,Brook Trout,9
2016,Essex,Boquet River,Elizabethtown,March,100,Brown Trout,16
2014,Suffolk,Nissequogue River,Smithtown,November,100,Brown Trout,11.3
2016,Oneida,Youth Camp Pond,Annsville,January,200,Rainbow Trout,8
2011,Cattaraugus,Ischua Creek,Franklinville,April,130,Brown Trout,8.9
2011,Franklin,Lost Pond,Brighton,October,200,Brook Trout,5.2
2013,Warren,North Creek,Johnsburg,May,350,Brook Trout,9.3
2015,Tompkins,Cayuga Lake,Ithaca (T),April,8560,Brown Trout,9
2011,Delaware,Big Pond,Andes,September,80,Brown Trout,21.1
2014,Ulster,Vernooy Kill,Wawarsing,May,130,Brown Trout,9.1
2018,Franklin,Malone Village Pond,Malone,April,100,Brook Trout,8.1
2017,Cattaraugus,Quaker Run,Cold Spring,April,760,Brown Trout,9
2012,Orleans,Lake Ontario,Carlton,October,41280,Lake Trout,5.4
2014,Schoharie,Mallet Pond,Fulton,April,180,Rainbow Trout,9
2018,Dutchess,Swamp River,Dover,April,130,Brown Trout,9.2
2013,Herkimer,West Canada Creek,"Fairfield, Newport",April,680,Brown Trout,12.8
2017,Dutchess,Sprout Creek,La Grange,March,80,Brown Trout,13
2011,Essex,Lincoln Pond,E'town,September,1800,Tiger Muskellunge,9.4
2012,Tompkins,Fall Creek,Groton,April,3020,Brown Trout,9
2014,Cayuga,Owasco Lake,Scipio,April,8610,Brown Trout,8.9
2018,Erie,Sprague Brook Park Veteran's P,Concord,April,80,Brown Trout,13.5
2012,Chautauqua,Goose Creek,"N Harmony, Harmony",May,100,Brown Trout,13.2
2012,Washington,Batten Kill,Salem,May,150,Brown Trout,13.3
2013,Essex,Boreas River,Minerva,May,100,Rainbow Trout,18
2016,Washington,Poultney River,Hampton,April,430,Brown Trout,8
2015,Essex,Burge Pond,Schroon,October,400,Brook Trout,4.6
2012,Saratoga,Great Sacandaga Lake,Day,April,2500,Rainbow Trout,8.7
2015,Delaware,Beaver Kill,Colchester,April,600,Brown Trout,8.3
2016,Essex,West Branch Ausable River,Jay,May,200,Rainbow Trout,13
2012,Ulster,Rondout Reservoir,"Denning, Wawarsing",May,4700,Brown Trout,9.2
2017,Suffolk,Twin Pond,Huntington,March,150,Rainbow Trout,9
2015,Cattaraugus,Great Valley Creek,Ellicottville,March,390,Brown Trout,8.5
2012,Hamilton,Slim Pond,Arietta,October,150,Brook Trout,4.1
2014,Suffolk,Nissequogue River,Smithtown,April,200,Brown Trout,13.5
2016,Franklin,Little Ampersand Pond,Harrietstown,October,650,Brook Trout,4
2011,Sullivan,Mongaup River West Branch,Bethel,April,30,Brown Trout,13.1
2011,Warren,Stony Creek,Stony Creek,April,2340,Brook Trout,8.4
2015,Chenango,Genegantslet Creek,Smithville,April,470,Brown Trout,7.9
2011,Rensselaer,Kinderhook Creek,Nassau,April,2460,Brown Trout,8.3
2016,Ulster,Plattekill Creek,Saugerties,May,1210,Brown Trout,9
2011,Lewis,Harrisville F&g Pond,Diana,June,280,Brook Trout,9.5
2012,Essex,West Branch Ausable River,North Elba,May,400,Brown Trout,13
2012,Sullivan,Fir Brook,Neversink,April,30,Brown Trout,13
2011,Steuben,Cohocton River,Avoca,March,300,Brown Trout,12.9
2016,Essex,Trout Brook,Ticonderoga,April,600,Brook Trout,7
2016,Dutchess,Ten Mile River,Amenia,March,1120,Brown Trout,9.3
2016,Cattaraugus,Case Lake,Franklinville,May,1550,Brown Trout,9
2017,Columbia,Claverack Creek,Claverack,April,200,Brown Trout,12.7
2016,Ulster,Holliday Creek,Shawngunk,April,340,Brown Trout,8.9
2015,Ulster,Sawkill Creek,Woodstock,April,540,Brown Trout,8.1
2018,Warren,Gurney Lane Pond,Queensbury,April,100,Brook Trout,9.5
2018,Suffolk,Upper Lake,Brookhaven,March,350,Rainbow Trout,9
2015,Columbia,Kline Kill,"Ghent, Kinderhook, Chatham",April,1370,Brown Trout,7.8
2018,Delaware,Delaware River West Branch,Delhi,May,610,Brown Trout,9.2
2015,Hamilton,Pillsbury Lake,NA,May,1000,Brook Trout,2.5
2016,Warren,Hudson River 2,Johnsburg,April,1000,Rainbow Trout,9
2013,Oneida,Fish Creek East Branch,Annsville,April,1960,Brown Trout,8
2012,Warren,Upper Twin Pond,Johnsburg,November,300,Brook Trout,4.2
2011,Hamilton,Indian Lake,"Indian Lake, Lk Pleasant",April,6650,Brown Trout,8.3
2013,Essex,Boquet River,Lewis & E'town,May,300,Brown Trout,13.2
2015,Cattaraugus,Lake Flavia,Dayton,April,1750,Brook Trout,8.9
2013,Essex,Schroon River,North Hudson,April,600,Brook Trout,8
2017,Onondaga,Butternut Creek,NA,April,600,Brown Trout,12.6
2012,Essex,Lost Pond,Ticonderoga,November,1000,Rainbow Trout,5.2
2013,Warren,Lake Luzerne,Lake Luzerne,April,500,Rainbow Trout,10
2015,Oneida,Oneida Creek,Vernon,April,2230,Brown Trout,7.9
2018,Hamilton,Bear Pond,Arietta,September,240,Brook Trout,5
2014,Essex,Durgan Brook,CHESTERFIELD,June,300,Brook Trout,9
2015,Livingston,Hemlock Lake,Livonia,April,3200,Lake Trout,8.5
2013,Sullivan,Willowemoc Creek,Rockland,June,80,Brown Trout,13.1
2017,Rockland,Minisceongo Creek North Branch,Haverstraw,March,540,Brown Trout,8.8
2018,Essex,Lilypad Pond,Ticonderoga,September,160,Brook Trout,4.2
2015,Onondaga,Limestone Creek,NA,April,400,Brown Trout,12.7
2014,Montgomery,Otsquago Creek,Minden,April,260,Brown Trout,7.9
2011,Sullivan,Willowemoc Creek,Rockland,April,140,Brown Trout,13.4
2014,Herkimer,Upper Okara Pond,Webb,April,520,Brown Trout,8.1
2018,Essex,Goose Pond,Schroon,May,580,Rainbow Trout,8.3
2012,Oneida,Hinckley Reservoir,Trenton,June,600,Rainbow Trout,10
2012,Essex,McKenzie Brook (upstream of falls on Fish & Game Club Property),Moriah,April,300,Brook Trout,6
2012,Oswego,Beaverdam Brook,Albion,April,66000,Steelhead,6.7
2011,Franklin,Salmon River,Malone,May,450,Brown Trout,14.1
2012,Onondaga,Nine Mile Creek,NA,May,800,Brown Trout,13.7
2016,Westchester,Peekskill Hollow Brook,Cortlandt,April,390,Brown Trout,9
2011,Rensselaer,Poesten Kill,Poestenkill,March,470,Brown Trout,7.8
2012,Schuyler,Catharine Creek,Montour,May,9600,Rainbow Trout,5.4
2012,Washington,Batten Kill,Greenwich,May,3020,Brown Trout,8.2
2012,Onondaga,Van Buren pond,NA,March,100,Rainbow Trout,10
2018,Wyoming,Letchworth Park Pond,Genesee Falls,April,300,Brook Trout,9.2
2015,Chautauqua,Walnut Creek,Hanover,April,5000,Steelhead,4.9
2014,Chautauqua,Middle Cassadaga Lake,Stockton,October,150,Muskellunge,8.6
2011,Franklin,Benz Pond,Waverly,October,700,Brook Trout,4.8
2016,Clinton,Chazy Lake,Dannemora,April,7700,Rainbow Trout,9
2018,Dutchess,Wappingers Creek,Stanford,April,1040,Brown Trout,9
2013,Cattaraugus,Ischua Creek,Franklinville,April,650,Brown Trout,8.7
2018,Erie,Cazenovia Creek-East Branch,Aurora,March,300,Brown Trout,12.8
2012,Sullivan,Ten Mile River East Branch,Tusten,April,30,Brown Trout,13.7
2011,Onondaga,Butternut Creek,NA,May,600,Brown Trout,8.5
2017,Essex,Lake Placid Outlet,North Elba,May,580,Brown Trout,8
2013,Suffolk,Connetquot River,Islip,March,220,Brown Trout,8.2
2014,Onondaga,Onondaga Creek (West Branch),NA,March,55,Brown Trout,12
2013,Essex,Hatch Pond,North Hudson,September,500,Brook Trout,4.4
2017,Greene,Basic Creek,Greenville,May,40,Brown Trout,13
2014,Greene,Catskill Creek,Cairo,May,340,Brown Trout,8.7
2016,Chenango,Genegantslet Creek,Greene,January,600,Brown Trout,8
2018,Franklin,Horseshoe Pond,Santa Clara,September,3190,Brook Trout,4
2012,Cortland,East Branch Tioughnioga River,Truxton,May,1600,Brown Trout,8
2011,Albany,Thompsons Lake,Berne,April,2150,Rainbow Trout,8.5
2014,Oneida,Canada Creek,Lee,April,700,Brown Trout,8.1
2013,Delaware,Ouleout Creek,Franklin,April,1820,Brown Trout,8.5
2011,Suffolk,Carlls River,Babylon,March,100,Brown Trout,13.3
2018,Warren,Lake George,"Bolton, Hague",May,15000,Landlocked Salmon,7
2014,Jefferson,Black Creek,"Wilna, Philadelphia",May,2450,Brown Trout,8.1
2015,Ontario,Canandaigua Outlet,Phelps / Manchester,April,770,Brown Trout,8.5
2013,Fulton,East Canada Creek,"Oppenheim, Stratford",May,870,Brown Trout,8.2
2015,Oswego,Lake Ontario,Scriba,May,41100,Lake Trout,6.2
2014,Orange,Round Pond,Monroe,April,880,Brown Trout,8.8
2011,Steuben,Cohocton River,Avoca,May,1360,Brown Trout,9.1
2017,Warren,Buttermilk Pond,Horicon,September,600,Brook Trout,5
2012,Warren,Brant Lake,Horicon,April,3300,Rainbow Trout,8.8
2015,Cortland,Casterline Pond,Homer,May,300,Brown Trout,13.2
2013,Hamilton,Cedar River,Indian Lake,May,220,Brown Trout,8.1
2017,Warren,NW Bay Brook,Bolton,April,400,Brook Trout,9.8
2012,Warren,Halfway Brook,"Queensbury, Fire Rd.",March,125,Brook Trout,9.71
2011,Columbia,Taghkanic Creek,Greenport,April,200,Brown Trout,13
2013,Essex,Boreas River,Minerva,April,1380,Brown Trout,7.9
2014,Warren,Lake George,Hague,October,750,Landlocked Salmon,10.4
2011,Otsego,Oaks Creek,Hartwick,April,1350,Brown Trout,8.1
2011,Wayne,Lake Ontario,Sodus,May,8520,Rainbow Trout,9
2017,Hamilton,Cedar River,Indian Lake,May,580,Brown Trout,8
2013,St Lawrence,Little River,Fine,May,1310,Brown Trout,8.9
2012,Suffolk,Carlls River,Babylon,March,100,Rainbow Trout,8.9
2013,Hamilton,Lake Eaton,NA,November,105,Landlocked Salmon,21.5
2012,Albany,Hannacrois Creek,Coeymans,April,710,Brown Trout,8.1
2017,Essex,White Brook/T3 of White Br,Wilmington,May,350,Brook Trout,8
2018,Delaware,Charlotte Creek,Davenport,April,300,Brown Trout,12.7
2016,Suffolk,Laurel Lake,Southold,April,260,Brown Trout,8.9
2017,Hamilton,Upper Mitchell Pond,Inlet,May,170,Brown Trout,7
2016,Broome,Oquaga Creek,Sanford,April,1380,Brown Trout,9.1
2012,Essex,Paradox Lake,Schroon,May,500,Landlocked Salmon,6.3
2014,Rockland,Minisceongo Creek North Branch,Haverstraw,March,570,Brown Trout,8.8
2015,Herkimer,West Canada Creek,Ohio,May,5100,Brook Trout,9.3
2013,Suffolk,Carmans River,Brookhaven,April,400,Rainbow Trout,9
2013,Hamilton,Carry Pond,Lk Pleasant,September,200,Brook Trout,3.7
2013,Delaware,Big Pond,Andes,April,180,Brown Trout,8.9
2015,Essex,Boquet River,Elizabethtown,June,650,Brook Trout,8.9
2016,Onondaga,Carpenter's Brook,NA,May,450,Brown Trout,8
2012,Cattaraugus,Ischua Creek,Franklinville,April,1110,Brown Trout,8
2011,St Lawrence,Ozonia Lake,NA,June,1200,Splake,8
2013,Orange,Moodna Creek,Cornwall,March,100,Brown Trout,13.2
2013,Dutchess,Fishkill Creek,"Beacon, Fishkill",April,150,Brown Trout,8.7
2017,Washington,Batten Kill,Greenwich,May,250,Brown Trout,13.2
2017,Chautauqua,Chautauqua Hatchery,Mayville,April,360000,Walleye,0.3
2014,Essex,Moose Mountain Pond,North Hudson,September,1900,Brook Trout,3.8
2015,Hamilton,Sampson Lake,Arietta,September,2500,Brook Trout,4.4
2012,Herkimer,North Lake,Ohio,September,2200,Tiger Muskellunge,10.5
2018,Essex,Putnam Creek,Crown Point,April,1200,Brown Trout,12
2011,Seneca,Seneca Lake,Fayette,October,26800,Lake Trout,5.7
2018,Schoharie,Holding Pond,Cobleskill,April,170,Rainbow Trout,9.1
2013,St Lawrence,Grass River,Russell,May,1450,Brown Trout,8.9
2013,Rockland,Pascack Brook,Orangetown,March,150,Brown Trout,8.5
2016,Oneida,Black River,Forestport,January,860,Brown Trout,8
2011,Herkimer,Moshier Reservoir,Webb,September,800,Tiger Muskellunge,10.1
2012,Onondaga,Nine Mile Creek,NA,March,450,Brook Trout,8.3
2012,Columbia,Roeliff Jansen Kill,Gallatin,May,1510,Brown Trout,8.9
2014,Lewis,Deer River,NA,June,1000,Brook Trout,10
2017,Herkimer,Tied Lake,Webb,October,200,Brook Trout,5
2011,Sullivan,Mongaup River East Branch,Fallsburg,April,100,Brown Trout,13.1
2011,Greene,Basic Creek,Greenville,April,760,Brown Trout,8.8
2015,Franklin,Sumner Brook,Bloomingdale,April,260,Brook Trout,7.9
2014,Westchester,Stone Hill River,Bedford,March,100,Brown Trout,13.5
2016,Onondaga,Onondaga Creek,NA,March,55,Brown Trout,12
2017,Suffolk,Carlls River,Babylon,March,80,Brown Trout,9
2018,Ulster,Vernooy Kill,Wawarsing,May,130,Brown Trout,9.1
2014,Essex,Big Marsh Pond,North Hudson,September,1300,Brook Trout,3.8
2011,Erie,Little Buffalo Ck,"Lancaster, Elma",April,250,Brown Trout,8.9
2014,Franklin,Benz Pond,Waverly,September,700,Brook Trout,4.1
2017,Allegany,Cryder Creek,Independence,May,910,Brown Trout,9.2
2016,Sullivan,Beaver Kill,Rockland,April,170,Brown Trout,13.6
2015,Warren,Trout Brook,Chester,April,358,Brook Trout,9.9
2017,Essex,Dunk Pond,Minerva,October,800,Brook Trout,5
2014,Essex,Gooseneck Pond,Ticonderoga,May,550,Rainbow Trout,8.4
2011,Suffolk,West Lake,Brookhaven,November,100,Brown Trout,11.2
2018,Tioga,Cayuta Creek,Barton,April,1910,Brown Trout,8.9
2013,Franklin,Horseshoe Pond,Santa Clara,May,1000,Rainbow Trout,8
2014,Greene,Batavia Kill,Ashland,April,350,Brown Trout,13.6
2012,Washington,Mettawee River,Whitehall,April,4400,Rainbow Trout,8.4
2015,Essex,Fish & Game Club Pond,Willsboro,May,50,Brown Trout,13
2017,Essex,Essex County Fair,Westport,August,8,Rainbow Trout,13
2012,Essex,West Branch Ausable River,North Elba,May,2480,Brown Trout,8.1
2018,Franklin,Tuesday Pond,Santa Clara,September,160,Brook Trout,4
2015,Warren,Palmer Pond,Chester,May,500,Rainbow Trout,9.4
2013,Herkimer,Third Lake,Webb,May,330,Lake Trout,6.9
2018,Cortland,West Branch Tioughnioga River,Homer,May,400,Brown Trout,13.7
2018,Monroe,Lake Ontario,Webster,May,11745,Brown Trout,8.8
2018,Sullivan,Mongaup River,Bethel,April,70,Brown Trout,13
2012,Dutchess,Sprout Creek,East Fishkill,March,200,Brown Trout,13.1
2016,Sullivan,Mongaup River East Branch,Fallsburg,April,100,Brown Trout,13.7
2017,Franklin,Lawrence Brook,Dickinson,April,210,Brown Trout,8.1
2013,Hamilton,First Lake,Indian Lake,September,500,Brook Trout,3.7
2017,Niagara,Twelvemile Creek E Br,Wilson,April,10500,Steelhead,4.4
2015,Sullivan,Little Beaverkill,Liberty,April,240,Brown Trout,13
2016,Oneida,Cincinnati Creek,Trenton,January,340,Brown Trout,8.5
2011,Cattaraugus,Little Conewango Creek,Conewango,March,1230,Brown Trout,8.3
2012,Oneida,West Canada Creek,Trenton,April,980,Brown Trout,8.3
2012,Westchester,Cross River Reservoir Outlet,Bedford,March,350,Rainbow Trout,9
2015,Ulster,Esopus Creek,Shandaken,May,2140,Brown Trout,8.9
2017,Essex,Bear Pond,Ticonderoga,October,800,Brook Trout,4.1
2014,Tioga,Cayuta Creek,Barton,May,790,Brown Trout,10.1
2018,Essex,Trout Brook,Minerva,May,1300,Brook Trout,8.8
2011,Putnam,Foundry Brook,Philipstown,April,80,Brown Trout,8.8
2017,Orleans,Lake Ontario,Carlton,May,8630,Brown Trout,9.9
2013,Delaware,Charlotte Creek,Davenport,May,730,Brown Trout,9
2013,Genesee,Oatka Creek,Le Roy,March,700,Brown Trout,13.5
2015,Franklin,Lake Colby,Harrietstown,April,3400,Rainbow Trout,8.5
2018,Franklin,Panther Pond,Harrietstown,October,240,Brook Trout,4.5
2015,St Lawrence,Oswegatchie River,Clifton,June,2230,Brown Trout,7.9
2013,Essex,West Branch Ausable River,Jay,May,1890,Brown Trout,8.9
2014,Westchester,Amawalk Inlet,Somers,March,100,Brown Trout,13.5
2014,Suffolk,Belmont Lake,Babylon,March,590,Rainbow Trout,8.9
2011,Suffolk,Hards Lake,Brookhaven,April,200,Brown Trout,13.1
2013,Delaware,Delaware River West Branch,"Hamden, Walton",April,3350,Brown Trout,8.6
2014,Essex,Lower Twin Pond,North Hudson,September,250,Brook Trout,3.4
2016,Madison,Oneida Creek,Smithfield,January,1030,Brown Trout,8
2013,Cortland,"Tiougnioga River, West Branch",NA,June,150,Brown Trout,13.1
2017,Essex,Boquet River,Lewis,April,50,Brown Trout,15
2018,Saratoga,La Rue Creek,Ballston,April,700,Brown Trout,7.9
2018,Delaware,Ouleout Creek,Franklin,May,780,Brown Trout,9.1
2011,Franklin,St. Regis River,Dickinson,May,1600,Rainbow Trout,8.3
2015,Herkimer,Independence Lake,Webb,September,1800,Brook Trout,3.8
2016,Sullivan,Fir Brook,Neversink,May,90,Brown Trout,9
2017,Herkimer,Fourth Lake,Webb,April,4300,Landlocked Salmon,6.7
2016,Oneida,Mohawk River,Western,January,860,Brown Trout,8
2016,Essex,East Branch Ausable River,Keene,April,200,Rainbow Trout,13
2017,Schuyler,Catharine Creek,Montour,May,9200,Rainbow Trout,5.8
2013,Orleans,Oak Orchard Creek,Carlton,April,21000,Steelhead,5.3
2016,Warren,Stewart Brook,Lake Luzerne,October,1500,Brown Trout,5.7
2016,Allegany,Rushford Lake,Caneadea,May,3800,Rainbow Trout,9.5
2016,St Lawrence,Boottree Pond,Piercefield,September,600,Brook Trout,4
2015,Columbia,Roeliff Jansen Kill,Clermont,May,3850,Brown Trout,7.9
2017,Clinton,Peru F & G Club Pond,Peru,April,100,Brook Trout,8.2
2016,Suffolk,Nissequogue River,Smithtown,October,100,Brown Trout,12.2
2017,Clinton,Mud Pond,Black Brook,September,1200,Brook Trout,4
2017,Chautauqua,Chautauqua Lake (N),"CHAUT, ELLERY",October,3150,Muskellunge,8.1
2018,Niagara,Lower Niagara River,Lewiston,October,11750,Coho,2.4
2016,Suffolk,Carmans River,Brookhaven,April,350,Rainbow Trout,9.1
2018,Rensselaer,Kinderhook Creek,Nassau,April,4610,Brown Trout,8
2013,Franklin,Whey Pond,Santa Clara,April,1100,Rainbow Trout,8.1
2017,Franklin,Green Pond,Santa Clara,April,210,Splake,10
2013,Saratoga,Saratoga Lake,Stillwater,May,13020000,Walleye,0.4
2016,Orange,Neversink River,Deerpark,March,550,Brown Trout,13.6
2012,Oneida,Oriskany Creek,Kirkland,April,1600,Brown Trout,8.5
2013,Essex,Rogers Brook,Schroon,May,500,Brook Trout,8
2011,Lewis,Crystal Creek,New Bremen,May,420,Brown Trout,8.3
2013,Onondaga,Carpenters Brook,NA,May,250,Brown Trout,12.9
2016,Putnam,West Branch Reservoir,Carmel,December,4310,Brown Trout,7.7
2015,Franklin,Clamshell Pond,Santa Clara,October,1566,Brook Trout,6
2012,Essex,Howard Pond,North Hudson,November,600,Brook Trout,4.8
2016,Delaware,Delaware River West Branch,Kortright,April,780,Brown Trout,8.9
2014,Albany,Lisha Kill,Colonie,April,350,Brown Trout,7.8
2011,Rockland,Pascack Brook,Orangetown,March,250,Rainbow Trout,8.2
2013,Essex,West Branch Ausable River,Wilmington,June,750,Brown Trout,13.1
2016,St Lawrence,Bridgebrook Pond,Piercefield,October,2000,Brook Trout,4
2012,Oswego,Rice Creek,Granby,April,350,Brown Trout,7.5
2011,Herkimer,Ransom Brook,Manheim,April,250,Brown Trout,8.2
2012,Oswego,Salmon River,Redfield,May,700,Rainbow Trout,8.3
2014,Oswego,Salmon River,Redfield,April,600,Brook Trout,9.5
2017,Clinton,North Branch Great Chazy River,Mooers,May,250,Brown Trout,13.2
2013,Suffolk,Carlls River,Babylon,March,100,Brown Trout,13.3
2014,Delaware,Delaware River West Branch,Harpersfield,May,430,Brown Trout,8.7
2012,Essex,Palmer Dam Pond,North Hudson,June,250,Brown Trout,14
2016,Suffolk,Southards Pond,Babylon,October,150,Brown Trout,12.2
2018,Franklin,Benz Pond,Waverly,October,560,Brook Trout,4.5
2017,Essex,West Branch Ausable River,Jay,May,200,Brown Trout,13
2017,Tompkins,Cayuga Lake,Ithaca (T),April,8250,Brown Trout,9
2011,Oneida,Black River,"Boonville, Forestport",June,5590,Brown Trout,9.5
2013,Oneida,Black River,Forestport,May,730,Brown Trout,8.2
2018,Hamilton,John Mack Pond,Indian Lake,September,720,Brook Trout,3.5
2012,Suffolk,Connetquot River,Islip,November,250,Brown Trout,11.6
2016,Hamilton,Deer Pond,Arietta,January,300,Brook Trout,5
2018,Ontario,Canadice Lake,Canadice,April,4350,Brown Trout,9.1
2011,Saratoga,Daly Creek,Corinth,April,550,Brown Trout,8.4
2015,Hamilton,Cedar River,Indian Lake,May,600,Brown Trout,7.9
2011,Essex,Rogers Brook,Schroon,May,500,Brook Trout,8
2018,Essex,Roes Pond,Moriah,May,200,Brown Trout,12
2013,Delaware,Delaware River East Branch,"Middletown, Roxbury",April,580,Brown Trout,8.4
2017,Cattaraugus,ALLEGHENY RIVER,ALLEGANY,June,4000,Muskellunge,1.7
2014,Onondaga,Limestone Creek,NA,April,712,Brown Trout,8
2016,St Lawrence,Oswegatchie River,Clifton,May,340,Brown Trout,13
2015,Wyoming,Little Tonawanda Creek,Middlebury,March,600,Brown Trout,8.5
2018,Franklin,Saint Regis Falls Fish and Gam,Waverly,May,90,Rainbow Trout,9.1
2018,Herkimer,Fourth Lake,Webb,May,5800,Lake Trout,6.4
2014,Westchester,Peekskill Hollow Brook,Cortlandt,March,150,Brown Trout,13.5
2013,Hamilton,Mosquito Pond,Long Lake,September,300,Brook Trout,4.1
2017,St Lawrence,St Regis River,"Lawrence, Hopkinton",May,4600,Rainbow Trout,9.2
2014,Saratoga,Moreau Lake,Moreau,May,2370,Rainbow Trout,8.3
2015,Rockland,Sparkill Creek,Orangetown,March,680,Brown Trout,8.3
2011,Cattaraugus,Lake Flavia,Dayton,April,1870,Brook Trout,9.2
2013,Hamilton,Rock Lake,Benson,September,100,Brook Trout,3.7
2014,Warren,Browns Pond,Hague,April,100,Brook Trout,10.1
2015,Franklin,Big Pine Pond,Harrietstown,May,250,Lake Trout,6.2
2018,Sullivan,Mongaup River Middle Branch,Bethel,April,130,Brown Trout,13
2012,Onondaga,Skaneateles Creek,NA,May,600,Rainbow Trout,9.1
2017,Franklin,Debar Pond,Duane,May,390,Splake,10
